instruction_id                                                  , de, en, es, fr, ru
77d37a5d5b829456bedd8ce21a6bbbf96728e50a95d8f8e47254da52a5f2f1da, 10, 10, 10, 10, 10
7876ab425da29d2f1a725863e4118af94ca1d54a990f7ef76e7170d15f29524b, 10, 10, 10, 10,  9
79b810bd964c6883f93f7e01c004dd646113c80820d36fa3b5fe988e8aedb427, 10, 10, 10, 10, 10
7a11df9a378b27e2dca31eb9ec4c2fd73ea3a4cd63046006e91eeb43f4d0f4e5,  7, 10, 10, 10,  1
7b12bd0da07272a03c7106df5ed72ae95a583f335bad4756f41fb111cf877891,  9, 10, 10, 10,  8
7b5521d903b1e5ffc36c982358bfe9ace98ebeebaf0c78b063a8ce5fdf81a658, 10, 10,  8,  9,  6
7b794264c885befb453437610a256d3c5079df687c635082938f6e304a45da7f, 10, 10, 10, 10, 10
7bab8c3affeda53b3a75d8e80ab7ceb5a4264ba0737fc1eb39615837a1a0335c, 10, 10, 10, 10, 10
7bb8e8f0f0f9939e26f14a28f8e988890e67e4b543e1c7a74abfeee4f7efecc3,  6, 10,  4,  1,  6
7c9aa6b942b693d7c832883f2a69786e52d341f5a8ad05c5bce1d986735d65d9,  2, 10,  8,  8,  8
7da63091f66dd0e8e80cb462767a1e7239c2f8127d9ab86493a9ea481a822de7,  0, 10,  4,  5, 10
7e103d3e078546b49c3afb3b6761829441699cff70a402ed5a957ce36b0d91c5, 10, 10,  3,  6,  4
7f0666e648d4c1dff55c94683219d1e846f0a750db8f46dae071d50b90c2273f, 10, 10,  8,  9,  7
7f07fef8947f6e441f1ab8002cc8c828d60c9d42ddf36c2aab9af81ddb25199b,  9, 10, 10,  9, 10
7f4baf0213281628fa530235679740bcb5a5b3193f6a020b7e99a0a0f6df71d5,  7, 10,  7, 10,  3
7f99b21407ed5342dc5f0c8a71b977415fd8eb06625c4ec301c7629f5bd12993, 10, 10,  9, 10, 10
8067e2c6f67d4ffbc454a7314bdb3020e1f7e77d4d5131c298634182b85b1caf,  8, 10,  2,  6,  2
8126235ed87c8de8651a092527e583a2296e4d66939de1f13f2abc0c782dada5, 10, 10, 10, 10,  6
822b1331698ede33896f84d9dcb80c6e65d9269da1323b99693bac7e15f26aa2, 10,  9,  8,  9,  9
82619f428f697d9f30487a870a94e05f555b1f5bf380e2ead3c8b304fe5a289a,  9, 10,  5, 10,  8
832af8f5e1703e2d8fb4b29ba2094f1bae42c27d1d0d99de9b0fc2aae786afba, 10, 10,  8, 10,  9
83e0b15d4f19da95794c7b3dcb77d40e3b809388b97038ff3cd44287d28673d4,  1, 10,  3,  0,  7
84436e6d11bc93e98d51f0c179b9ceffe15bc71347bd983771d6c112ec3aee85,  6, 10,  9,  9, 10
85232ddfce526804d295253d92f8c769ae4647a5f8fcfd647117ca1badfb8688,  6, 10,  2,  5,  1
878db1644875b14b3aba791a06b22ece0cbd45560dd463c084ced6b6ab85442c,  1, 10,  0,  0,  7
899cdf3a16e276bfc371f2df745435bcd049f14e31526b0b1ea4f36c04d3abe6, 10, 10, 10,  9, 10
89b90642de1841ff546db8ad4bf2e906d04d7a7b31be9694325fea69fe72b3bd,  8, 10, 10,  8, 10
8a5ed6907516a9d295fabc0523dc27325ad0170dd3fa2cc3ca69f75c560a7c9b,  8, 10, 10,  9,  7
8abb21fb7db873a717904bf8ef392d8dfe2928c8a08c3c1e48dc5d3533673209,  9, 10,  9, 10,  0
8b036d174ab8bcd07c5307f28a4a940ac494b640b41763c1eecc7bbdc3eeb6c7,  7, 10,  9,  7,  6
8b38f9730d71e4b36697b82cd97806b11804803548206a1c48a9c20ca783bed6, 10, 10,  8,  8, 10
8ba960ffb6cbf760f2295da7bf938fd293ba5cc8631ff73c3ea8fe65e891dd4a,  0,  9,  0,  0,  0
8bfdccd3618d2664320ac79f74d744028174c776c72355d638e5e416149de2ea,  5, 10,  9,  8,  9
8cab2c9c5f1e6177a27b4dc879c0de39c6df319ddad9c94a6c058c37d2128cc3, 10, 10, 10, 10, 10
8cb0422e78be57882482c3a30e81403399c5c33f1e6ab878471341b74816a4df, 10, 10,  7, 10,  6
8d017c5c1381615c3a1f886e45556d8f968fbdfa906cb50732a393091ef9d973,  8, 10,  3,  4,  7
8d6d794234a13100c7ee50b326bfc903ad7e32cb223c475dde49146cc44793ba,  3, 10,  2,  5,  4
8d87382b2bad0a55bb6c1562f4f039487ecee33a6f53a0256fdfe0980f01e5de, 10, 10,  9, 10,  7
8df2a9c01dc42d470c58b31ac4f15362386115202e13ad4892e1d26277c88462,  0,  1,  0,  3,  0
8dfb8cae27bb720ea7f71f607fd39f63722e798e4b75df7dfb28c61289a95570, 10, 10,  9, 10,  9
8f6c70520a5430d75b9a0a78830e4d962723d4f3c0a41885f93d1bef70ba5026, 10, 10, 10, 10, 10
903669db8edac4d139b1507cdc9305508b3d402de17b6d4c61ae31bf1ae43bd1,  7, 10,  3,  0,  5
903effaeb41e57a95ee48bba147f22ad928566f2f0fea16425646b43f559c2e9,  6, 10,  4,  8,  7
918551c741accbf52e2797af5882a7d5bfa5b0b07e8d3ca0500b4b51b22b4dbc,  0, 10,  1,  1,  2
92183c217f645d0f5d231c41a76f9f987a83754670221ba9d4fe7b10bba6efe8,  4, 10,  9,  9,  0
925970a9e36ab263f1df68caa9f5c86958c3c86b1b4e0ef2a5bf13743e133c35,  9, 10,  9,  6,  5
92ed1742fe03e14514df591cc1b1a49632518bdc92d33a8ff7abc829832eba10,  1, 10,  0,  0,  0
93aeb890247af7bd550c8f7e2e64c59ee23afd5127a85eeb426b030e67000144, 10, 10,  0,  9,  4
94a3887401c4ab9748c8c277f2d0b398abc0a2c9192fb46e80c21e4311638a48,  0, 10,  0,  0,  0
95645dab6cf9c89ae52f0981501a0c378ea7806473bf6c7f6eece736252037be,  8, 10,  9,  8,  8
9689538d08844aab5b443b6342971cfbf3a0e3e049c96a7b90a196831b3b45ab, 10, 10,  7,  9,  9
9708cdfc1110d907b5308b0b9f210c2d23e30d3687b4d1e7abdfe75b78a3ae29,  8,  9,  8, 10,  5
978ce3c14b3f85691228a953ad0047a776549859eab711be8c4fbe7e6fc4e1e3,  6, 10, 10,  9,  9
97c0579ce8bb30c05f985f4d3c6e18cadcb71b7905e2c91d1527b5dc0299db61,  4, 10,  9, 10,  3
9896e7154acec062d207d23cf3c9281ed9eadbe618c2c090f161033e376f7c70,  6, 10,  0,  0, 10
99c3d9d6e24a33599241d8952a8d2999a3548cc58b571cb1439a205c550c6341, 10, 10, 10,  9, 10
99e1b757b4da01944cc77cb134a2df1a53dbab8dcddf239464f522aa59f31d8c,  1, 10,  0, 10,  2
9a1cf335514540d7662bb551982b947e060eab422631782b5bafabaf9036254b,  5, 10,  7,  9, 10
9a42be1e24777f1fd3426fb3129ebf328b65878c47cc81c3fe01767d27e0ff61, 10, 10, 10,  8,  8
9aa6693df343a609d604abb2b5b85bb11b535939c86c930451808d09a6380fd2,  2, 10,  7,  0,  2
9b7bbd7b6b5c6c98522cacaa93243c99445a91b8d73dae3a1d7520b6b6a4947b,  4, 10, 10,  9,  8
9b8cef8f8c353c5eec857d9476dd1f5f2a0f1aba28963c3bf7ece4e55f5b5928,  8, 10,  3,  9,  9
9bfffa7f856133020cde5cf7bef59871894916d62881d4b6ad513d89d6fcd196,  0, 10, 10,  0,  0
9c3bf2d02dfb268458d345f1b93133fb769fd701b8cfe4b2a993295d3a91cd38,  8, 10,  7,  4, 10
9c6f1c030002f5c10396fc738d00e53332af698ae8d7ce5cc0107be76fddefb9,  6, 10,  7,  0,  9
9d26bc1428760d7705471218e4a5b37b5ca6061c9c5e988f05bd7a4b0de3c3d3, 10, 10, 10, 10,  9
9d4706bd667517882a5ae13f1e4f530a46c134f111612a405a7a472d8627c7c4,  4,  7,  5,  6,  0
9db89903650b66c9fe226ec9481dd0817b7437d8bdff4168cbb6b539ea1056fc,  1, 10,  0,  8,  0
9dc71a4a40acb3591ed3fe54f45845723a14aa4328554ee4cdac2e88ff3d0854,  2, 10, 10, 10, 10
9de02f0b201345a072c08fa5bfb5a56c0b5601723af561de2dfd3c63052be391, 10, 10, 10,  9,  9
9e094153824e1130b8c2786965544582a7d50c36f22016abcfbc4d9058c3ae78,  6, 10,  0,  0,  7
9e5f52713acce5ad528b4472db00342761884eb40306211a9f406aca5e9a0d4c,  8, 10,  9,  9,  9
9e68dd047ec23e9f3eaf35f39e5ff83b19d73da864a6d4b4d5a06b343d52e1d0,  8,  9,  9, 10,  8
9efee4bc0adbd955c75ab13b01cadd88dca7849d11c9b0dabbe3de074854b565,  7, 10, 10, 10,  9
a02dc0af38847928afadf27a379230318da0a4b88cb352df9190ee41eb1bc203,  6, 10,  8,  6,  0
a10e07d8b208577fa73bbde293d75a373a4a464dbc8ce08cc7d76c49509e9808, 10, 10, 10, 10, 10
a1f0ad6e92094428c69d2accfab1db663d61f1c33a7835ce55c4b1802d684199,  0,  1,  0,  0,  3
a212e051e1b2722af08f09293c818f32bf6169cc46905e602938c0ac21bd80fb,  9, 10,  9,  9,  9
a2a36b5d6cc6c8677d65034b7c433bc112b0eab9fe9880af94109b10605e4325,  8, 10,  7, 10, 10
a315a91fd48756a9e726622fc1f420a6a97803701a0767db272ce1a8b58efb07, 10, 10,  7, 10,  6
a319755fe5b8eb00a471fda86729fa5dbe28a400c4dec23a8f859af31c885da6,  5, 10,  4,  4, 10
a34a24b8aa12b1b7076f12860960e1a1ba73e1e677d5f3a68662295b3cee3bb8,  8, 10,  8,  9,  6
a4324dc7c7794c41145e96558ea17d3ae51a45c1681c5b228ae59886f8cf6710,  9, 10,  8,  4, 10
a45af9b219370bbf990f5d4b8bb641a907a42118803b2b942118f3367f25329e, 10, 10, 10, 10,  9
a497c94c65a8bbe1faed7cec2d3ff5d477ae71b6c66ea12e4cf24731a708dd33, 10, 10,  9, 10, 10
a4a58b38d83b3b211bb1106d4479e5a6736d22b4440e5bf6b8c25d762f6eafde,  7, 10, 10, 10,  6
a4e2ff300c8f241b901f197f71c99155876b19cb5b4ef07a8b3130caec8e8009, 10, 10, 10, 10, 10
a5aa1eabc2e56efce34343c8a4eafceb7a47196e0568aa6cb91e73a543818629,  7, 10, 10, 10, 10
a5da49ea73d69e1f389f7833195159b2f69d875eda256bd49fdd534912368e92,  2, 10,  0,  3,  7
a63ba42f53efb893e50406b84d409ccf3d0cc06cee527d85156e6c6bd96413ae,  7, 10, 10,  9, 10
a6881cfe389731e2bfb8e53a4f78a3816bdb9ddc913bbb53421ac92ac3fb8e58,  8, 10,  9,  9,  9
a722a0541f4f12ffed8302a6b3c5f752be4d3dfeb180f3d2f838e90e08f3411b,  9, 10,  6,  6, 10
a7b664b6fb74319934faa7c44dbb540b2164d4921c15d1d28114e96617b8b940,  3, 10,  0,  3,  0
a7e52f7a01f6bde90ce2b3bbfcc2889c70da1ac52873027a1b4b87e38771d202,  8, 10, 10, 10, 10
a8602bac480696d35263e7641b8d0fa73cb51445f8b361e7f60ce0fca8cd7236,  8, 10, 10, 10,  6
a88ef33c7d31b7d7bfbf96054de974a731218066f47e235d5fc7b31657030ed9,  8, 10,  9,  9,  9
a9d627ec947706afde610fb73f47b1da4ff48517fc39e6d01711149b0de9db90, 10, 10,  9, 10, 10
aa4460cef7b8043b28cf85024a2c99f4d7ed36f7bb247613a48568064fe1f167, 10, 10,  8, 10, 10
aa7d61c9abc4adbbaf8eb845f3dcb27e537e0d9078f8478c8e1d2562da9efa24,  1,  3,  0,  4,  1
aaa3ee18bd87f47f756aeee5a235b032ec75cae3500e366e5ef43d2ee7287768,  9, 10,  9,  9,  7
ab7101c84b70724ed997647caf7320633d419be77ef873df70c5ae7da76b6570,  6, 10,  7,  1,  9
ac70dd928456abcf4b7db3caa3417b04086bffabf647a9a6b99f649aa83051b6,  6, 10,  7,  9, 10
adfadb34593e24c9e4580c2c2e9da2fc17eec3afdd4a994d9d2873695e05da46, 10, 10, 10, 10,  9
af3f9afd6086ea69d7cf19e9645204fbb35d45a5936322a0a990f75505f681f0,  3, 10,  7,  6,  9
afa6396102c8a1937fa688111f871ead71e8915bad373ec16be65f109276a946,  9, 10, 10, 10, 10
b12ed0f0161d38e5e0629e2a12c3743561d8de3476757db967447e73b7415155,  0, 10,  1,  1,  0
b14eefcbef0108fbcaaaade7c3d033b1e53e26d4bd7f611fd2ab02b9f384ecf3,  8, 10,  8,  9,  9
b1eed7b6a4acf9749c7121ba20e0185547e7cebca06549f579b04f1a327a76f8,  9, 10, 10, 10, 10
b215a3e0f2d1aeffb0c0e268f3bf05a3f2e6af06259bc15e864fe528b2c3f02e,  6, 10,  3,  3,  4
b21a43d5e3a834ae6ddbeca4874b862c1e2d59895d6e14db845d8da89877fb00,  6, 10, 10,  2,  7
b253e241430ecb48cbabc7080598b03889b59bfe3ae120b59f54706a715f48ea,  8, 10, 10, 10, 10
b32ab3b68b37e4d6f7dc7615bfd64c4887c12fc79f0713653464ce15ac09d7aa,  9, 10,  7,  8,  2
b33cc1b53d9d6699a8943478c0b816dcc7e8c3359cf8476737fd52dab2e9f02d, 10, 10,  9, 10,  9
b418934c6348025fd28dd411ab0471489871fa6b00565af14192011ac40d2122,  1, 10,  1,  3,  9
b617d0fd6bf932503080eb542d8c6d06d5d990aa885ec6781cb2f7d33d5d36d8,  5, 10,  6,  8, 10
b6454a9c4ddfd2466f15d8c1449a724c003d1df93af28a3808edd241191e8b94,  9, 10, 10,  4,  9
b6c54a42015692b44f362fed19729080cac581fccbc84b15c78c95d777dbd744,  3, 10,  2,  5,  8
b71dbf901ef4b448468577155bce678d1d713a7d3b329e9b61a7334cdfb42f85,  8, 10,  4, 10,  9
b76086bb43b7384fe82d4d009953713a1f7854562fa2c9ecbd03899603af44aa,  8, 10,  9, 10,  0
b7c4952cb5644e2b1f4a292591c09343766286ee61a0e6492362c9c4bec38c82, 10, 10,  8, 10,  8
b80539b1e193a9beda43457c2dab8eccb5cd21c8540032f0769e24f7f550a48c,  3, 10,  1,  8,  9
b87a2ecc217a552e231f6382ccc473b876ae6795d9ef4c7eaad6a8685f689ddd,  7, 10,  5,  8,  7
b962b60986b5bd775b169a2482ddd1d4b249d5ccee8be7d11c623538e2af7bed, 10, 10,  9,  9,  9
babd2b9209530cad5e8c5de713fa65a2a19e2a5e1d883d4b519b5da9281846b7,  0, 10,  3,  6,  6
bb8eeab09806892564a3d3d6805933997861c7893bf1e87bdce0c70d81abd504, 10, 10,  9,  8,  8
bc8a26affb1827d7f9c75025c4e5d118b8136a67f951f6e0642ecfb243aa51c9,  9, 10,  8,  9, 10
bd28d9a8567196bb6c2863d5071f77c75a556c55eb17ddbca4f4ee5aab4dd440,  4, 10,  2, 10,  5
bdbdcc79efa75c99edbdcb65b88a534a74f91127c5fc1e1567e01d87b6a5050b,  0,  4, 10,  0,  0
bdc5618973e5624dc811d5d8f4d95e7498bf9cb91e0688c6328baf9a88dbdb43,  8, 10, 10, 10,  1
bef27be0952a080183b0fcdb3ab410be366b90aa9a2b51b8e87df78f7cb62eaf,  7, 10,  9, 10,  9
bfba140590b657cac2513a65c290e9dca44fae3d88ff6ff3a97b10b22fde33da,  9, 10, 10, 10, 10
c00533be8add6e39e59c384548174127294f9527e9080baaedde728744cd0133, 10, 10,  8, 10, 10
c24cddc11f00ad5556d3037699a836c3ecd3e28befc586b82bebdb40a39cf110,  9, 10, 10, 10,  8
c273425e89bbb562c40365a864f69d802d284c32d0edc94aae44fa6888f6297d,  0, 10,  0,  0,  0
c28bafb0f634816241e9e9cd1b53079851b5fd463e864e8cd9cc59f6de93ad27,  8, 10,  3,  7,  6
c2922b7bdcf70abb64ab7607454486884cb2dcac41acfc0e0a150d2ae710d913, 10, 10,  8, 10, 10
c34121a6bfa741c7d91bf313e5110f86b384daf0b3a64047ba802b03632cb888,  0,  2,  1,  1,  0
c39fc22754d7e785e3603ab85a407244d4908311ebb1eec8de6303a2fd3eb5e0,  0,  0,  0,  0,  2
c3bdeaae872cc21ea74558b4838f802c63a0b4a0fcd4fcacfbd407457eda6006,  9, 10,  9,  8, 10
c4577765cc7da1093ba6c29a137e3f4cbb87d4a7e7af667c30ff26b64b5f8489,  6, 10,  3,  4,  4
c542465bd77eb2397a4e46cb8eabb98b731f78187367e8c54dbd70213a1b8c71,  9, 10,  9, 10, 10
c5c94913c608ff68a435d9cd34b6d547d86419925a7b8122886fb24cbb56f75f, 10, 10, 10, 10, 10
c65be7c373f1993fc4b656592704baf1a11a5672955ea18a352c1b5377cb7691, 10, 10,  9,  8, 10
c7b2905aff7b3e2b90f38b15001adcf53e7c7988582e582ec2eacb8e327cde72,  7, 10,  5, 10,  7
c7f0e0c908cb32bea1a62bc01602808e06c96d5888a131fd39e7e840cac62756, 10, 10,  9,  9, 10
c846ef47eb1d2de85111e6ce81307b7be0384f91ed99b2d0cea10cebddb355df,  4,  7,  8,  7, 10
ca8a9f16672764855018ec0cb110e53fb8496f21dbb46f6e58ed82a8f5311362, 10, 10, 10, 10,  9
cae46033021ea014ee421153c72dbbe58823b1bae1e267d385577c4c2c1f4944,  2, 10,  0,  2,  0
cb32be06878e24e4093847091225cec8983e3ef4d38f47c433efb3bf507cd973, 10, 10,  9, 10,  9
cb67c6b6dcd2a0d29d5c300c4b54f55e0f9fbfe04cc0b7ff085894af7e0abd60,  8, 10,  0,  0,  9
cb87f677ab95dad8f4ea974e637e593a0ec77cfb5d244e0d8b70ee42a75fd27b, 10, 10,  9, 10,  9
cb91c1cd66f64300021a527610fd3db100397326f8c2cc829f045c5705ba43c9, 10, 10, 10, 10, 10
cbc9031f00874547f0d2c14012a9bf98f2898fc237db05e462ee572d938b11c8,  1, 10,  7,  9,  0
cbfb11a8d2383dc8ddbd47fa7f02b053043074fc884dcfbbee75ab0cc4ff34bc,  9, 10, 10, 10,  6
cc036e6d4a28665343e545905b3e71185fc9c1549efd7205f3cb64328846e2a2,  9, 10, 10, 10,  0
cc59af6c2642770f7f5c849f9870f9dca8b66087b32f999b3073c48e32bbcd1f, 10, 10,  9, 10, 10
ccb7d18a7def51acb98100a66308ec2e048abe7267874b63ca7072c563a40610,  1, 10, 10,  5,  1
ccd2c8f548010068f712514bac23a84cbd083579c1562cbf8bff3448fa96049e,  8, 10, 10,  6,  8
cce0b2e8a9fb234cb0d6af2226a37ee12e6521bfca7d03112adfe98a0ea08f4c,  0, 10,  1,  0, 10
ccf2b8baf32221f18cd7defa5640f3588f75155c9794575f0e0f37b85ad39315,  9, 10,  9,  9,  4
cd087d37db2fa9ec64b5e3c2fba78b1e5a76d66da6b4c427bfa05a8ae06928aa,  1, 10,  2,  8,  0
cf83001c0cc4a54f7955c621579d6cde6ac0beeb7259200655117b029a6282ea, 10, 10, 10,  9, 10
d07488bdabadd36478977a362b505fa5f58aecae9a27e270b46b61403eb7c666,  9, 10,  8,  2,  9
d12d537409afcdddb5122e9f91712df058e3bb90cffa219b11640135edeccc02, 10, 10, 10, 10, 10
d18584b72c5b7d1ccf11327f3a6cfac16dc6d0c2ad139605c01104372bd1b262,  5, 10,  8, 10,  0
d3686724fc7094e0752af40c34372145eb0eb91a6a61890e58f351c57d3eb208,  9, 10,  6,  6,  6
d37f4f3508425cfdd163ed4952263bac9c1c1b4c6ed85451a18a2daa10b5bf92,  9, 10, 10, 10, 10
d43c0cea6d4504b575a8f5fc8d38effa7a4eaaa383368edaf9ef1930334e70c9,  6, 10,  9,  6,  2
d4c6e0c45b884139ae416b83856196b200647cf8973a2b4ebbf8cbf5e14eccb3,  0, 10,  0,  0,  0
d53f3bbfda1e97d4fe225d9e109ed06f29392424df3f19c46db79c0812fc44ca, 10, 10,  9, 10, 10
d560798c552d7e37416322549b0dafc13bea180930fe03006d9b0360dd8644fa,  8, 10,  5, 10,  5
d568a3cb5870c0c33dbb592ae84f72c7d28f2c05b51717f0e9e3ee74ec89ab0e,  4, 10,  2,  6,  0
d6ec2b544359f55166cfbcc39ca1e4ea6cadf815197d015323ce18e8980d7493,  0, 10,  0,  6,  7
d8081579ac86a6c2c03a9e53404d53abaae8ce374445867552fe2dd95e1841ec, 10, 10, 10,  9, 10
d8c7a3b6d9d1a21d3b597412d6b0cc10f0ac67e24ec43d8af16bd89ea9618ccf, 10, 10, 10, 10,  9
d8d8143b9a43f99693c63f0fa7687f3aafd2ef752d848f2fd77208de60efe07e,  4, 10,  9, 10,  9
d8e169cb8fcec9102abb518bb2c9f0e1c0641837eccf01025159d36f5efbf69d, 10, 10, 10, 10, 10
d8e33397255f2070b6a14306d8087cd0830a366809d6d500fe0b60c98f8f3333,  9, 10,  6, 10,  9
d9ff54af92fbe3108554b1894bcf17f492949cadc05b989c26e772aae57c7a8b, 10, 10, 10, 10, 10
da87a778d144ca3c886defb2cb15587b5e064549fb2be417dc30f96c5544df69, 10, 10,  8,  8, 10
dab00fcee38031d5a59b743fdc7ebbd2fcb2437c269430a021ec0f3f001a4d0f,  8, 10,  7,  8,  4
db8a1c04a9620bfe8b347de4d466c55015a1b017ce7e0ace597ad8f9eeb3e679,  7, 10,  6,  7, 10
dd5c9a2e21885ec53a4fa97b2019590106ad85c6487b919d04215972dd2cc291,  7, 10,  7,  6,  6
ddf141287931c5f4ec325421cb6900400fc5af97e3137babd1b4028c8c4f06eb, 10, 10, 10, 10, 10
de795705545b33808961f8f5f94f04db99930f23e5bf21240191312ed693bc78,  7, 10,  8,  3,  8
e04a7a775e4cd506813886ed45917ace5525dc72db8c974f54c7c92b830870e0,  8, 10,  5, 10,  7
e0f6fbf8f8afc27b7089f00bb77457390a45c5f149a343c94fac501b91e37de3, 10, 10, 10, 10,  9
e1000cd8cd971d48db2cc2edbc7ba87e2517eb0409b9dadb5040d5fe0b38c985,  8,  0,  0,  0,  0
e1146a039a0b4850515fb238f1d7a3a02a2c28dc78f9f2d1d8537fc5179f3180,  9, 10,  4, 10, 10
e17aa42a2d1c211a3a32040f08b9d9335acd38423000ad9e6ea7d4754027d056,  8, 10,  6,  8,  4
e17bfa49affc406467b1869ce16a70b079d9a3fda92d21d6880e31e12eb5dd2e,  0, 10,  0,  0,  0
e18c4a76ac0c13f626a5811c123abb1651fe76ac7d0b5d7b7b4e1a33367f7cf2,  9, 10,  9, 10,  9
e1b21914aa317924c88dc8d76e66f4aad1ca44168205ce836840000060f192a6,  5, 10,  9,  6,  6
e1be533d475c0f2e7499240dcdc47f0620a35b3091cd145d62fcbbf106005752,  0,  0, 10,  0,  0
e2bb2df1f8910f479119f9e048624e959dff73ac566e7cc5a22a162a4ff954f7, 10, 10, 10,  9, 10
e35fe0116a5cb7611a20bc72d4a95a61030d8b51c32a23c56c17e1833d6148fe,  1,  0,  0, 10,  1
e3de3869be2af2ce60ef6ddaf76bcf998195f464a230886aef6789c627b9a845, 10, 10,  9, 10, 10
e4945f3c7f9d5fa5d9129ed79f59e99b1d81421eb041a6af4eeff19b3b18bfe0,  9, 10,  3, 10, 10
e51392eed88ad149f22b03a99de23447cbce3c9eb6d3ba864653445d3b784e44,  0, 10,  0,  0,  0
e57f600f32d42a149006e72fa124b9992ef6882bed5d93d5928ef16beab472d5, 10, 10, 10, 10, 10
e58561467ab82b154c03149241f40dabec1a0786443290e6015fcd8da95263db, 10, 10, 10, 10,  8
e5ffdd52ff72b666e2b2179b77770c8787cbb6cd809e3892773e60e30bb34374, 10, 10,  8,  7,  9
e65c867c838d14b3ef0260b6d8907288da125178799ef7416a653c6115358571,  1,  9,  7,  5,  9
e755024fae4f90626526df10291923432c6f68a86de7be2463d8040b76a1123e, 10, 10,  8, 10, 10
e7b7b6e869094725d32691edce224f6591ab0c902131388fc3f610fac2863e57, 10, 10, 10,  9,  5
e80710be07827a274a0036991310ed662a5a5bb9294a78655178b1c994230e5b, 10, 10,  9,  9, 10
ea6dd7188dec00ea036a4ab94eed4d2af710ff0374696f7eb032f9ed6366693c, 10, 10,  7,  7, 10
ea9d06b964ae4072a4710ce261e8796219ef4aa7e08eb236667896684be007de, 10, 10, 10, 10, 10
eada6bf6b6eb4f8f26f4ca1472def5cf64a241b11aec1447bd0e32084d467bb5,  0,  4,  9,  2,  0
eb7302e62b284ff2492d24d38fee878b889cecf01dafa530b4b50f9f6ed7fb69,  9, 10,  8, 10,  4
eb9a717ff773addaa90385a863bae6df776b6e8e0c0f5881522e0c5dc60f3924, 10, 10,  8, 10,  2
ec64da494a5a3a5d0acf7c74d80f6792a7f89a8880b77cc3fb4c807eb5ec340e, 10, 10, 10,  8,  6
ed9c89764bcc269500dc144d0f9a6d5c5b90bed4376dac54089ed9b15d242ee0,  0, 10,  1,  6,  0
edb163a0cfbd56c2dbbb273254622483fd636eecb6ed9ba28d5481bc5b648dad,  9, 10, 10, 10,  8
eea5ee7e317d0649b3a46cc7fca5cd3891179be7e1ea9ac386269247dd668574,  7, 10,  9, 10,  3
eecbd7c4faa7fa7784216c41cc467470cafceef0c4186879c7e99e3ebec8f37e, 10, 10, 10, 10, 10
ef87240723b8e81da41f2bc2cc00ac4f008f443c28ca1135caf86e9f610942cc,  7, 10,  0,  8,  9
f090e1cefb517794c345bb83c86519614fc1e0b54640458c05b5ec2ce7b78121, 10, 10, 10, 10, 10
f0b4bf8ce3ddda0f97851e1f4985a3b60b65cf7f9415a97c60dd02b50a34b1c3,  9, 10, 10,  8, 10
f0d18d58e9ac079fa1238feb1cb027f01f8b6644e075a59d9e68daba64ba1ef0,  0, 10,  0,  0,  0
f0d8d50d406357f0b9c192b7f2d56cf99d19608b1da62a6bb600bc4d40bb2996,  0, 10,  0,  0,  8
f173a530418274fe15c0cbe93d191c3e50519044d18b6efb5b0ab09e8aa907f2, 10, 10,  7,  7,  7
f319b61307c2cee3eb75bd67562c36067f2852143671c40f74b7224272034110, 10, 10,  9, 10,  3
f3da8e3e28d55ae64132cea7382b831b28e6001fd4d50f63ffa63cc34bd0e2ea, 10, 10,  8, 10,  9
f3f36a2a68f3244460e9a52201d655eed78e3352e4c94119e87651d6ae59aff4,  9, 10,  6,  8,  8
f4018b3d0ffef37cde4b3e4bc03fa34a9d2bf79ec79ffa6d87dff72287c995af,  9, 10,  9,  9, 10
f4067baf1f42b920856307380babe16057b806e0ed50f5eb5447b5911dd0b148,  9, 10, 10, 10, 10
f47a52ec1a94257180b845f7c17ec081ea11898b89b625bc47dac25cf2a082d8,  8, 10,  1,  8, 10
f4d2f9228ebee2a30075f3bbdf7143906c6b8b8c3e2171fa0dd0347485954013, 10, 10,  9,  9, 10
f4fe1d5346552e644da9b6f1b6ade828a708c883e411a73402fbf6e4864e6368, 10,  9, 10, 10, 10
f4ff07a402e43da643e6e2f0bc0b30022d7471ff8839d5bcc77fe1fd076869ff,  9, 10,  5,  8,  9
f5a8015165651f69a24ddabc37b083f785d023c39a2610402aaebba4a162f766, 10, 10, 10, 10, 10
f61b74e82799a6c85e014a029398d70c8448f86ca9469d21afb1bf23a2409140,  9, 10,  9,  9, 10
f644682627ad635739913894a715b265a4f51bb4514575437deaf31f32c36a1c,  0,  3,  5,  0,  1
f6c922c8b9284c7be9a4906b981b6dbb9837d2564686409fbd72afb877a15dcb, 10, 10, 10, 10,  5
f6eddcd82bd6f6cf49dac4508abddc8035d867ce3d05d64dffaa546e0c18bc54,  8, 10,  3,  6,  0
f80f289a1b4610b9f79c43dd40d88d013cc94e59b42eedb1ae020c1fb2e683f3, 10,  9, 10, 10,  9
f83ca25285a6602905cf1a291b48e66f9b1e488e64f670960e7d0116fd56a1f2, 10, 10,  9, 10,  8
f84a48b5ab7e62e42856dcd727dde184dcb3529bcdd2faefc3a5e8fc91948b2b,  9, 10,  5, 10, 10
f85808f16776021865fe5697c702a6860fffb30c8c3fd509c406895c485c06e4,  9, 10, 10, 10,  9
f974e12d491670748e12a6bef0c579530c18615bd63ebf1a9c82fb4a71f3684d, 10, 10, 10, 10, 10
